ID_MASTER,Framework_Name,Region_Culture,Macro_Region,Intellectual_Tradition,Core_Triad,UTCP_Mapping,Regime_Type,Closure_Function,Depth,Integrity,Lineage_Cluster,Blurb,Primary_Source,Parse_Flag
414,Mayan Dynastic Stelae Lineage Forks,Maya,Central America,Dynastic History,Dynastic Claim | Accession Node | Lineage Branch,I≈polity survival; R≈alliance coupling; Sem≈historical narrative coherence,Branching,Accession events and disputes produce branching dynastic histories recorded in stelae/inscriptions.,15,3,Parent II — Structural / Constraint-Dynamical,Accession events and disputes produce branching dynastic histories recorded in stelae/inscriptions.,General scholarship / domain literature,
415,Roman Imperial Succession Crisis Lineages,Roman Empire,Europe / Mediterranean,Imperial Succession,Imperial Claim | Civil War Fork | Dynasty Branch,I≈state capacity; R≈legion allegiance coupling; Sem≈legitimacy narrative,Branching,Succession crises generate branching dynastic lines with competing legitimacy and institutional inheritance.,15,3,Parent II — Structural / Constraint-Dynamical,Succession crises generate branching dynastic lines with competing legitimacy and institutional inheritance.,General scholarship / domain literature,
416,Hindu Sampradaya Lineage Chains,Hindu (Bhakti traditions),South Asia,Religious Lineage Transmission,Founding Teacher | Initiatory Chain | Sub-tradition Branch,I≈institution continuity; R≈guru–disciple coupling; Sem≈practice/meaning coherence,Branching,Sampradaya lineages branch into sub-traditions through initiatory succession chains.,15,3,Parent III — Relational / Emergent-Integrative,Sampradaya lineages branch into sub-traditions through initiatory succession chains.,General scholarship / domain literature,
417,Zen Buddhist Lineage Transmission (Dharma),Zen Buddhist,East Asia,Religious Lineage Transmission,Dharma Seal | Transmission Node | Lineage Branch,I≈monastic continuity; R≈teacher-student coupling; Sem≈doctrinal continuity,Branching,Dharma transmission chains branch into lineages recognized by succession records.,15,3,Parent III — Relational / Emergent-Integrative,Dharma transmission chains branch into lineages recognized by succession records.,General scholarship / domain literature,
418,Southeast Asian Theravada Forest Tradition Lineages,Theravada Buddhist,Southeast Asia,Monastic Lineages,Practice Rule | Teacher Line | Tradition Branch,I≈institution floor; R≈lineage binding; Sem≈practice coherence,Branching,Forest traditions branch through teacher lineages and localized rule interpretations.,15,3,Parent III — Relational / Emergent-Integrative,Forest traditions branch through teacher lineages and localized rule interpretations.,General scholarship / domain literature,
419,Medieval Craft Guild Apprenticeship Lineages,European Guilds,Europe,Craft Transmission,Master Canon | Apprenticeship Chain | Shop Branch,I≈shop continuity; R≈guild regulation coupling; Sem≈technique coherence,Branching,Craft knowledge branches through apprenticeship lineages producing shop schools and regional variants.,15,3,Parent III — Relational / Emergent-Integrative,Craft knowledge branches through apprenticeship lineages producing shop schools and regional variants.,General scholarship / domain literature,
420,Printing Edition Descent (Textual Stemmatics),Textual Criticism,Global Historical,Stemmatics / Philology,Archetype Text | Copy Fork | Edition Family,I≈text persistence; R≈scribal/print coupling; Sem≈content fidelity,Branching,Manuscripts and editions diverge into families; stemmatics reconstructs branching descent.,15,3,Parent II — Structural / Constraint-Dynamical,Manuscripts and editions diverge into families; stemmatics reconstructs branching descent.,General scholarship / domain literature,
421,Myth Variant Family Trees (Comparative Mythology),Cross-cultural Myth,Global Historical,Myth Transmission,Motif Kernel | Regional Fork | Variant Lineage,I≈narrative persistence; R≈community anchoring; Sem≈meaning continuity,Branching,Myths branch into stable regional variants with inherited motifs and indexed differences.,15,3,Parent III — Relational / Emergent-Integrative,Myths branch into stable regional variants with inherited motifs and indexed differences.,General scholarship / domain literature,
422,Musical Raga Gharana Lineages,Hindustani Classical,South Asia,Music Pedagogy,Raga Canon | Gharana Fork | Pedagogical Lineage,I≈repertoire continuity; R≈guru–shishya coupling; Sem≈stylistic coherence,Branching,Gharanas branch from shared canon into distinct stylistic lineages maintained by pedagogy.,15,3,Parent III — Relational / Emergent-Integrative,Gharanas branch from shared canon into distinct stylistic lineages maintained by pedagogy.,General scholarship / domain literature,
423,Patent Family Continuation Tree,Modern IP Law,Global Modern,Patent Systems,Priority Filing | Continuation Fork | Patent Family,I≈legal floor; R≈jurisdiction coupling; Sem≈claim coherence,Branching,Patent families branch via continuations/divisionals creating indexed legal lineage trees.,15,3,Parent II — Structural / Constraint-Dynamical,Patent families branch via continuations/divisionals creating indexed legal lineage trees.,General scholarship / domain literature,
424,Startup Accelerator Alumni Lineage Trees,Modern Entrepreneurship,Global Modern,Innovation Ecosystems,Cohort Node | Spinout Fork | Founder Lineage,I≈resource runway; R≈mentor/network coupling; Sem≈mission coherence,Branching,Accelerator cohorts spawn branching founder networks and spinout companies with inherited norms.,15,3,Parent II — Structural / Constraint-Dynamical,Accelerator cohorts spawn branching founder networks and spinout companies with inherited norms.,General scholarship / domain literature,
425,Edo (Benin) Royal Line Succession,Edo (Benin Kingdom),West Africa,Dynastic Succession,Oba Origin | Succession Fork | Royal Line Branch,I≈dynastic continuity; R≈court allegiance; Sem≈legitimacy narrative coherence,Branching,Succession disputes and collateral lines create durable royal descent branches.,15,3,Parent III — Relational / Emergent-Integrative,Succession disputes and collateral lines create durable royal descent branches.,General scholarship / domain literature,
426,Tibetan Tulku Recognition Lineages,Tibetan Buddhist,Central Asia / Himalayas,Reincarnate Lineage System,Recognized Incarnation | Recognition Node | Lineage Continuity,I≈institution survival; R≈recognition authority coupling; Sem≈identity continuity across incarnations,Branching,Recognition disputes create branching tulku recognition lineages.,15,3,Parent III — Relational / Emergent-Integrative,Recognition disputes create branching tulku recognition lineages.,General scholarship / domain literature,
427,Mamluk Military Slave Lineage Networks,Mamluk Sultanate,Middle East,Elite Military Lineages,Recruitment Node | Patronage Fork | Household Lineage,I≈military viability; R≈patron-client coupling; Sem≈household identity coherence,Branching,Military households branch through patronage chains creating durable elite lineages.,15,3,Parent II — Structural / Constraint-Dynamical,Military households branch through patronage chains creating durable elite lineages.,General scholarship / domain literature,
428,Ethiopian Monastic Lineage Transmission,Ethiopian Orthodox,East Africa,Monastic Transmission,Founding Saint | Discipleship Fork | Monastery Lineage,I≈institution continuity; R≈discipleship binding; Sem≈ritual coherence,Branching,Monasteries branch via disciple-founded communities forming lineage networks.,15,3,Parent III — Relational / Emergent-Integrative,Monasteries branch via disciple-founded communities forming lineage networks.,General scholarship / domain literature,
429,Southeast Asian Royal Mandala Polity Splits,Southeast Asian Kingdoms,Southeast Asia,Mandala Political Model,Central Mandala | Peripheral Fork | Successor Polity,I≈state viability; R≈tributary coupling; Sem≈cosmological legitimacy coherence,Branching,Peripheral mandalas split into successor polities while retaining cosmological indexing.,15,3,Parent II — Structural / Constraint-Dynamical,Peripheral mandalas split into successor polities while retaining cosmological indexing.,General scholarship / domain literature,
430,Hausa Emirate Lineage Succession,Hausa States,West Africa,Islamic Emirate Governance,Emirate Origin | Succession Contest | Branching Emir Line,I≈state continuity; R≈religious-political coupling; Sem≈legitimacy coherence,Branching,Succession contests generate branching emirate lineages.,15,3,Parent III — Relational / Emergent-Integrative,Succession contests generate branching emirate lineages.,General scholarship / domain literature,
431,Andean Quipu Administrative Lineages,Inka / Andean,South America / Andes,Administrative Record Systems,Record Canon | Regional Fork | Administrative Line,I≈administrative continuity; R≈imperial coupling; Sem≈record coherence,Branching,Administrative units branch and maintain indexed quipu-based record descent.,15,3,Parent II — Structural / Constraint-Dynamical,Administrative units branch and maintain indexed quipu-based record descent.,General scholarship / domain literature,
432,Ancient Chinese Lineage Genealogies (Zupu),Han Chinese,East Asia,Clan Genealogy,Clan Founder | Descent Branch | Ancestral Register Line,I≈line survival; R≈ritual coupling; Sem≈identity continuity,Branching,Genealogical registers formalize branching descent lines across centuries.,15,3,Parent III — Relational / Emergent-Integrative,Genealogical registers formalize branching descent lines across centuries.,General scholarship / domain literature,
433,Celtic Monastic Reform Branches,Early Medieval Celtic,Western Europe,Monastic Reform,Founding Rule | Reform Fork | Abbey Lineage,I≈monastic survival; R≈ecclesial coupling; Sem≈rule coherence,Branching,Reform waves create branching abbey lineages tied to rule variations.,15,3,Parent III — Relational / Emergent-Integrative,Reform waves create branching abbey lineages tied to rule variations.,General scholarship / domain literature,
434,Balkan Patriarchal Church Splits,Eastern Orthodox,Eastern Europe / Balkans,Ecclesial Governance,Patriarchate Origin | Jurisdictional Fork | Church Lineage,I≈institutional survival; R≈jurisdiction coupling; Sem≈doctrinal coherence,Branching,Autocephaly disputes produce branching church lineages.,15,3,Parent III — Relational / Emergent-Integrative,Autocephaly disputes produce branching church lineages.,General scholarship / domain literature,
435,Korean Seon Lineage Transmission,Korean Buddhist,East Asia,Seon Transmission,Dharma Root | Transmission Fork | Temple Lineage,I≈temple continuity; R≈teacher-student coupling; Sem≈practice coherence,Branching,Seon lineages branch through transmission recognition.,15,3,Parent III — Relational / Emergent-Integrative,Seon lineages branch through transmission recognition.,General scholarship / domain literature,
436,Ottoman Janissary Household Lineages,Ottoman Empire,Middle East / Balkans,Military Household Governance,Devshirme Intake | Household Fork | Officer Line,I≈institution floor; R≈patronage coupling; Sem≈corps identity coherence,Branching,Households branch through patronage chains producing officer descent lines.,15,3,Parent II — Structural / Constraint-Dynamical,Households branch through patronage chains producing officer descent lines.,General scholarship / domain literature,
437,Papuan Big-Man Lineage Networks,Papuan Highlands,Oceania & Pacific,Segmentary Big-Man Systems,Founding Leader | Descent Fork | Exchange Lineage,I≈group survival; R≈exchange coupling; Sem≈prestige narrative coherence,Branching,Leadership branches through exchange networks creating descent lines.,15,3,Parent III — Relational / Emergent-Integrative,Leadership branches through exchange networks creating descent lines.,General scholarship / domain literature,
438,Sikh Misls Confederacy Branching,Sikh Confederacy,South Asia,Confederate Governance,Founding Khalsa | Misl Split | Confederacy Branch,I≈military viability; R≈confederate coupling; Sem≈identity coherence,Branching,Misls form branching confederate lineages with inherited leadership.,15,3,Parent II — Structural / Constraint-Dynamical,Misls form branching confederate lineages with inherited leadership.,General scholarship / domain literature,
439,Mesoamerican Codex Lineage Variants,Mesoamerican Civilizations,Central America,Codex Transmission,Base Codex | Copy Fork | Variant Lineage,I≈text survival; R≈ritual coupling; Sem≈symbol coherence,Branching,Codices branch into variant manuscript traditions.,15,3,Parent II — Structural / Constraint-Dynamical,Codices branch into variant manuscript traditions.,General scholarship / domain literature,
440,Navajo Clan Descent Branches,Navajo (Diné),North America,Clan System,Clan Origin | Descent Fork | Kinship Lineage,I≈clan continuity; R≈marriage regulation coupling; Sem≈identity coherence,Branching,Clan systems branch into durable descent lineages.,15,3,Parent III — Relational / Emergent-Integrative,Clan systems branch into durable descent lineages.,General scholarship / domain literature,
441,Medieval University Scholastic Lineages,Medieval Europe,Western Europe,Scholastic Transmission,Master Scholar | Discipleship Fork | School Lineage,I≈institution survival; R≈teacher binding; Sem≈doctrinal coherence,Branching,Scholastic traditions branch through master–student descent.,15,3,Parent III — Relational / Emergent-Integrative,Scholastic traditions branch through master–student descent.,General scholarship / domain literature,
442,Arab Tribal Segmentary Lineage System,Arab Tribal,Middle East,Segmentary Lineage Governance,Ancestral Tribe | Segment Fork | Sub-tribe Lineage,I≈tribal survival; R≈alliance coupling; Sem≈identity coherence,Branching,Segmentary splits produce durable sub-tribal branches.,15,3,Parent III — Relational / Emergent-Integrative,Segmentary splits produce durable sub-tribal branches.,General scholarship / domain literature,
443,Philippine Barangay Kinship Branching,Precolonial Filipino,Southeast Asia,Kin-based Governance,Founding Datu | Descent Fork | Barangay Lineage,I≈community continuity; R≈kin coupling; Sem≈authority coherence,Branching,Barangays branch through kin descent tied to datu lineages.,15,3,Parent III — Relational / Emergent-Integrative,Barangays branch through kin descent tied to datu lineages.,General scholarship / domain literature,
444,Medieval Textual Gloss Tradition Branching,Medieval Europe,Western Europe,Gloss Tradition,Base Text | Gloss Fork | Commentary Lineage,I≈text persistence; R≈scholastic coupling; Sem≈interpretive coherence,Branching,Gloss traditions branch into commentary families tied to scholastic schools.,15,3,Parent II — Structural / Constraint-Dynamical,Gloss traditions branch into commentary families tied to scholastic schools.,General scholarship / domain literature,
445,Philippine Babaylan Lineage Transmission,Visayan / Tagalog (Philippines),Southeast Asia,Ritual Specialist Lineages,Founding Practitioner | Apprenticeship Fork | Local Lineage,I≈ritual continuity; R≈community coupling; Sem≈practice/meaning coherence,Branching,Ritual authority and practice diverge into localized lineages through apprenticeship and community validation.,15,3,Parent III — Relational / Emergent-Integrative,Ritual authority and practice diverge into localized lineages through apprenticeship and community validation.,General scholarship / domain literature,
446,Balinese Gamelan Gharana-Style Lineages,Balinese,Southeast Asia,Music Pedagogy,Core Repertoire | Teacher Line | School Branch,I≈repertoire continuity; R≈teacher–ensemble coupling; Sem≈stylistic coherence,Branching,Performance traditions branch through teacher lineages into distinct regional/style schools.,15,3,Parent III — Relational / Emergent-Integrative,Performance traditions branch through teacher lineages into distinct regional/style schools.,General scholarship / domain literature,
447,Ainu Oral Narrative Variant Families,Ainu,East Asia / Japan,Oral Tradition Transmission,Motif Kernel | Regional Fork | Performer Lineage,I≈performance continuity; R≈community anchoring; Sem≈story coherence,Branching,Narratives branch into stable variant families maintained by performer lineages and regional custodianship.,15,3,Parent III — Relational / Emergent-Integrative,Narratives branch into stable variant families maintained by performer lineages and regional custodianship.,General scholarship / domain literature,
448,Tuareg Clan Confederation Segment Branching,Tuareg,North Africa / Sahel,Segmentary Lineage Governance,Confederation Origin | Segment Split | Clan Branch,I≈lineage persistence; R≈alliance coupling; Sem≈identity coherence,Branching,Confederations branch into segments and clans with durable lineage indexing and shifting alliance structures.,15,3,Parent III — Relational / Emergent-Integrative,Confederations branch into segments and clans with durable lineage indexing and shifting alliance structures.,General scholarship / domain literature,
449,Hmong Clan Genealogy and Naming Branches,Hmong,Southeast Asia / Diaspora,Clan System,Clan Origin | Descent Fork | Naming/Marriage Rule Line,I≈clan continuity; R≈marriage regulation coupling; Sem≈identity continuity,Branching,Clan descent produces durable branches indexed by naming and marriage rules that regulate social continuation.,15,3,Parent III — Relational / Emergent-Integrative,Clan descent produces durable branches indexed by naming and marriage rules that regulate social continuation.,General scholarship / domain literature,
450,Madhhab Sub-school Usul Forks (Usul Variants),Islamic Jurisprudence,Middle East / North Africa,Usul al-Fiqh,Foundational Usul | Method Fork | Sub-school Lineage,I≈recognized sources; R≈scholar consensus coupling; Sem≈method continuity,Branching,Methodological disagreements fork into sub-school lineages that persist within broader madhhab structures.,15,3,Parent III — Relational / Emergent-Integrative,Methodological disagreements fork into sub-school lineages that persist within broader madhhab structures.,General scholarship / domain literature,
451,Chinese Martial Arts Lineage Trees (Style Descent),Chinese Martial Arts,East Asia,Martial Lineage Transmission,Founding Style | Discipleship Fork | School Branch,I≈training continuity; R≈teacher–student coupling; Sem≈style coherence,Branching,"Styles branch through discipleship into schools with inherited forms, pedagogy, and legitimacy claims.",15,3,Parent III — Relational / Emergent-Integrative,"Styles branch through discipleship into schools with inherited forms, pedagogy, and legitimacy claims.",General scholarship / domain literature,
452,Mesoamerican Linguistic Branching (Mixe–Zoque Family),Mesoamerican,Central America,Historical Linguistics,Proto-Family | Divergence Node | Daughter Languages,I≈speaker continuity; R≈community coupling; Sem≈lexical coherence,Branching,Language families diverge through discrete historical splits producing indexed daughter-language lineages.,15,3,Parent II — Structural / Constraint-Dynamical,Language families diverge through discrete historical splits producing indexed daughter-language lineages.,General scholarship / domain literature,
453,Balkan Epic Song Variant Lineages (Gusle Traditions),South Slavic,Eastern Europe / Balkans,Oral Epic Transmission,Core Theme | Regional Fork | Singer Lineage,I≈performance continuity; R≈patron/community coupling; Sem≈narrative coherence,Branching,Epic songs branch into regional variants preserved through singer lineages and local performance ecologies.,15,3,Parent III — Relational / Emergent-Integrative,Epic songs branch into regional variants preserved through singer lineages and local performance ecologies.,General scholarship / domain literature,
454,Medieval Islamic Madrasa Scholastic Lineages,Islamic Scholastic,Middle East,Scholastic Transmission,Core Text | Commentary Fork | Teacher Chain,I≈institution floor; R≈teacher–student coupling; Sem≈doctrinal coherence,Branching,Madrasa traditions branch through teacher chains and commentarial descent forming durable scholastic lineages.,15,3,Parent III — Relational / Emergent-Integrative,Madrasa traditions branch through teacher chains and commentarial descent forming durable scholastic lineages.,General scholarship / domain literature,
455,Cuneiform Scribal School Text Families,Mesopotamian,Middle East,Scribal Curriculum Transmission,Curriculum Canon | Copy Fork | Tablet Family,I≈archival persistence; R≈school coupling; Sem≈text fidelity,Branching,Scribal copying produces tablet families; curricula branch by city-school traditions with inherited variants.,15,3,Parent II — Structural / Constraint-Dynamical,Scribal copying produces tablet families; curricula branch by city-school traditions with inherited variants.,General scholarship / domain literature,
456,Oceanic Canoe-Building Design Lineages,Micronesian / Polynesian,Oceania & Pacific,Craft Transmission,Design Canon | Apprenticeship Fork | Island School,I≈material continuity; R≈mentor coupling; Sem≈design coherence,Branching,Canoe designs branch into island schools through apprenticeship lineages and local constraint adaptation.,15,3,Parent III — Relational / Emergent-Integrative,Canoe designs branch into island schools through apprenticeship lineages and local constraint adaptation.,General scholarship / domain literature,
457,Skill Acquisition Learning Curve (Deliberate Practice),Modern Cognitive/Behavioral,Global Modern,Learning Sciences,Exposure Gradient | Error Reduction | Automaticity Stabilization,I≈time/energy availability; R≈feedback coupling; Sem≈skill coherence over time,Gradient,Performance improves through continuous exposure and feedback; thresholds appear as discrete plateaus and breakthroughs.,15,3,Parent II — Structural / Constraint-Dynamical,Performance improves through continuous exposure and feedback; thresholds appear as discrete plateaus and breakthroughs.,General scholarship / domain literature,
458,Urban Heat Island Intensity Gradient,Modern Environmental,Global Modern,Urban Ecology,Built Density | Heat Retention | Adaptive Mitigation,I≈energy balance; R≈land-atmosphere coupling; Sem≈pattern coherence across time,Gradient,Temperature intensity varies continuously with urban form; interventions shift the gradient surface.,15,3,Parent II — Structural / Constraint-Dynamical,Temperature intensity varies continuously with urban form; interventions shift the gradient surface.,General scholarship / domain literature,
459,Language Proficiency Growth Gradient (CEFR-like scaling),Modern Education,Global Modern,Second-Language Acquisition,Input Volume | Interaction Coupling | Competence Integration,I≈input availability; R≈interaction coupling; Sem≈competence coherence,Gradient,Proficiency increases along a continuous gradient with threshold certifications representing stabilized regimes.,15,3,Parent III — Relational / Emergent-Integrative,Proficiency increases along a continuous gradient with threshold certifications representing stabilized regimes.,General scholarship / domain literature,
460,Ecosystem Succession Gradient (Pioneer→Climax),Ecology,Global Scientific,Ecosystem Dynamics,Resource Availability | Species Turnover | Stability Increase,I≈resource floor; R≈species coupling; Sem≈community coherence over time,Gradient,Succession proceeds through continuous compositional change with discrete regime shifts after disturbances.,15,3,Parent II — Structural / Constraint-Dynamical,Succession proceeds through continuous compositional change with discrete regime shifts after disturbances.,General scholarship / domain literature,
461,Attention Allocation Gradient (Salience Competition),Cognitive Science,Global Scientific,Attention Dynamics,Salience Field | Competition/Selection | Stabilized Focus,I≈cognitive energy; R≈stimulus coupling; Sem≈focus coherence,Gradient,Attention moves over a salience landscape; stable focus emerges when coupling and coherence dominate noise.,15,3,Parent II — Structural / Constraint-Dynamical,Attention moves over a salience landscape; stable focus emerges when coupling and coherence dominate noise.,General scholarship / domain literature,
462,Power Grid Frequency Synchronization (Lock–Unlock),Modern Infrastructure,Global Modern,Synchronization Systems,Generation Phase | Coupling Strength | Frequency Lock,I≈generation capacity; R≈network coupling; Sem≈phase coherence,Branching,Grid stability depends on phase alignment; disturbances cause torsional drift and potential desynchronization cascades.,15,3,Parent II — Structural / Constraint-Dynamical,Grid stability depends on phase alignment; disturbances cause torsional drift and potential desynchronization cascades.,General scholarship / domain literature,
463,Circadian Entrainment (Phase Alignment to Zeitgebers),Biological Rhythms,Global Scientific,Chronobiology,Intrinsic Oscillator | Environmental Zeitgeber | Phase Lock,I≈metabolic floor; R≈environment coupling; Sem≈temporal coherence,Branching,Rhythms entrain via phase coupling; misalignment yields torsional strain and functional degradation.,15,3,Parent II — Structural / Constraint-Dynamical,Rhythms entrain via phase coupling; misalignment yields torsional strain and functional degradation.,General scholarship / domain literature,
464,Group Chant/Drumming Entrainment (Collective Phase Lock),Ritual Music (Cross-cultural),Multi-Regional,Collective Synchronization,Individual Rhythm | Social Coupling | Collective Lock,I≈participant stamina; R≈social coupling; Sem≈shared temporal coherence,Branching,Collective rhythm stabilizes through phase alignment; lock–unlock dynamics reflect torsional regime behavior.,15,3,Parent III — Relational / Emergent-Integrative,Collective rhythm stabilizes through phase alignment; lock–unlock dynamics reflect torsional regime behavior.,General scholarship / domain literature,
465,Sámi Reindeer Herding Siida Lineage Branches,Sámi,Northern Europe / Arctic,Pastoral Governance,Siida Origin | Household Fork | Grazing-Right Lineage,I≈subsistence continuity; R≈collective coordination; Sem≈customary right coherence,Branching,Herding groups branch into household lineages maintaining indexed customary rights and seasonal routes.,15,3,Parent III — Relational / Emergent-Integrative,Herding groups branch into household lineages maintaining indexed customary rights and seasonal routes.,General scholarship / domain literature,
466,Inuit Hunting Camp Kinship Branching,Inuit,Arctic North America,Kin-Based Subsistence Systems,Founding Camp | Family Fork | Resource-Use Lineage,I≈subsistence floor; R≈kin coordination; Sem≈place-knowledge continuity,Branching,Camps branch through kin splits while preserving indexed ecological knowledge and sharing rules.,15,3,Parent III — Relational / Emergent-Integrative,Camps branch through kin splits while preserving indexed ecological knowledge and sharing rules.,General scholarship / domain literature,
467,Berber (Amazigh) Tribal Segmentary Lineage,Amazigh,North Africa,Tribal Governance,Tribal Ancestor | Segment Split | Sub-tribe Lineage,I≈tribal continuity; R≈alliance/feud coupling; Sem≈identity coherence,Branching,Segmentary splits create durable tribal sub-branches with inherited obligations and identity markers.,15,3,Parent III — Relational / Emergent-Integrative,Segmentary splits create durable tribal sub-branches with inherited obligations and identity markers.,General scholarship / domain literature,
468,Pashtun Tribal Lineage Segmentation (Pashtunwali),Pashtun,South/Central Asia,Customary Governance,Tribal Origin | Segment Fork | Arbitration Lineage,I≈group continuity; R≈customary coupling; Sem≈norm coherence,Branching,Lineages branch into segments; customary arbitration regimes persist through indexed descent structures.,15,3,Parent III — Relational / Emergent-Integrative,Lineages branch into segments; customary arbitration regimes persist through indexed descent structures.,General scholarship / domain literature,
469,Hawaiian Aliʻi Genealogical Branches,Native Hawaiian,Oceania & Pacific,Royal Genealogy,Ancestral Chief | Succession Fork | Aliʻi Lineage,I≈dynastic continuity; R≈island polity coupling; Sem≈legitimacy narrative coherence,Branching,Genealogical forks produce durable chiefly lineages used to index authority and land rights.,15,3,Parent III — Relational / Emergent-Integrative,Genealogical forks produce durable chiefly lineages used to index authority and land rights.,General scholarship / domain literature,
470,Taino Cacique Lineage Branching,Taíno,Caribbean,Chiefdom Governance,Founding Cacique | Descent Fork | Regional Chief Lineage,I≈community continuity; R≈tribute coupling; Sem≈authority narrative coherence,Branching,Chiefdom succession branches into regional lineages that stabilize governance claims.,15,3,Parent III — Relational / Emergent-Integrative,Chiefdom succession branches into regional lineages that stabilize governance claims.,General scholarship / domain literature,
471,Mughal Mansabdari Service Lineage Branches,Mughal,South Asia,Imperial Administration,Service Rank | Patronage Fork | Household Lineage,I≈administrative viability; R≈patronage coupling; Sem≈rank/identity coherence,Branching,"Service careers branch through patronage households, producing durable administrative lineages.",15,3,Parent II — Structural / Constraint-Dynamical,"Service careers branch through patronage households, producing durable administrative lineages.",General scholarship / domain literature,
472,Heian Japanese Court Lineage Houses (Uji),Heian Japan,East Asia,Aristocratic Lineage,House Origin | Marriage Fork | Title Lineage,I≈house continuity; R≈marriage alliance coupling; Sem≈status coherence,Branching,"Aristocratic houses branch via marriage alliances and title inheritance, preserving indexed genealogies.",15,3,Parent III — Relational / Emergent-Integrative,"Aristocratic houses branch via marriage alliances and title inheritance, preserving indexed genealogies.",General scholarship / domain literature,
473,Mayan Ajaw Title Lineage Branching,Maya,Central America,Royal Title Transmission,Ajaw Claim | Accession Node | Title Lineage Branch,I≈polity continuity; R≈alliance coupling; Sem≈legitimacy coherence,Branching,"Title claims branch through accessions and disputes, producing indexed dynastic lineages.",15,3,Parent II — Structural / Constraint-Dynamical,"Title claims branch through accessions and disputes, producing indexed dynastic lineages.",General scholarship / domain literature,
474,Kongo Lineage-Based Chieftaincy Branches,Kongo,Central Africa,Chieftaincy Governance,Founding Line | Segment Fork | Office Lineage,I≈institution continuity; R≈kin council coupling; Sem≈legitimacy coherence,Branching,Chieftaincy offices branch through lineage segments with inherited authority and ritual obligations.,15,3,Parent III — Relational / Emergent-Integrative,Chieftaincy offices branch through lineage segments with inherited authority and ritual obligations.,General scholarship / domain literature,
475,Ashanti Asafo Company Lineages,Akan / Ashanti,West Africa,Civic-Military Associations,Company Origin | Subcompany Fork | Ritual-Office Lineage,I≈association continuity; R≈civic coupling; Sem≈symbolic coherence,Branching,"Associations branch into subcompanies with inherited offices, flags, and ritual obligations.",15,3,Parent III — Relational / Emergent-Integrative,"Associations branch into subcompanies with inherited offices, flags, and ritual obligations.",General scholarship / domain literature,
476,Cherokee Clan Descent Branches,Cherokee,North America,Clan System,Clan Origin | Descent Fork | Marriage/Role Lineage,I≈clan continuity; R≈marriage regulation; Sem≈identity coherence,Branching,Clan descent produces durable branches that regulate marriage and social roles through lineage indexing.,15,3,Parent III — Relational / Emergent-Integrative,Clan descent produces durable branches that regulate marriage and social roles through lineage indexing.,General scholarship / domain literature,
477,Andean Fiesta Cargo System Lineages,Andean,South America / Andes,Ritual Office Systems,Office Canon | Service Fork | Household Lineage,I≈ritual continuity; R≈reciprocity coupling; Sem≈community meaning coherence,Branching,Ritual office service creates branching household lineages of obligation and prestige indexed over generations.,15,3,Parent III — Relational / Emergent-Integrative,Ritual office service creates branching household lineages of obligation and prestige indexed over generations.,General scholarship / domain literature,
478,Balinese Subak Water-Temple Lineage Branching,Balinese,Southeast Asia,Irrigation Governance,Temple Canon | Subak Fork | Ritual-Coordination Lineage,I≈water access floor; R≈coordination coupling; Sem≈ritual calendar coherence,Branching,Subak units branch while maintaining indexed temple obligations and irrigation coordination lineage.,15,3,Parent III — Relational / Emergent-Integrative,Subak units branch while maintaining indexed temple obligations and irrigation coordination lineage.,General scholarship / domain literature,
479,Kabbalistic School Descent (Safed→Offshoots),Jewish Mysticism,Middle East / Europe,Mystical Transmission,Founding Text | Interpretive Fork | School Lineage,I≈textual continuity; R≈teacher-student coupling; Sem≈symbol coherence,Branching,Mystical teachings branch into schools through interpretive forks and discipleship chains.,15,3,Parent III — Relational / Emergent-Integrative,Mystical teachings branch into schools through interpretive forks and discipleship chains.,General scholarship / domain literature,
480,Tibetan Treasure Text (Terma) Lineage Branching,Tibetan Buddhist,Central Asia / Himalayas,Terma Transmission,Revelation Node | Recognition Fork | Practice Lineage,I≈lineage viability; R≈recognition authority coupling; Sem≈practice coherence,Branching,Treasure revelations branch through recognition lineages and localized practice descent.,15,3,Parent III — Relational / Emergent-Integrative,Treasure revelations branch through recognition lineages and localized practice descent.,General scholarship / domain literature,
481,Korean Clan Genealogy Registers (Jokbo),Korean,East Asia,Clan Genealogy,Clan Founder | Descent Branch | Register Lineage,I≈line continuity; R≈ritual coupling; Sem≈identity coherence,Branching,Genealogy registers formalize branching descent lines and stabilize status/identity across generations.,15,3,Parent III — Relational / Emergent-Integrative,Genealogy registers formalize branching descent lines and stabilize status/identity across generations.,General scholarship / domain literature,
482,Malay Adat Customary Law Lineage Forks,Malay,Southeast Asia,Customary Law,Adat Canon | Regional Fork | Arbitration Lineage,I≈custom continuity; R≈community coupling; Sem≈norm coherence,Branching,Customary law branches into regional variants with inherited arbitration practices and indexed norms.,15,3,Parent III — Relational / Emergent-Integrative,Customary law branches into regional variants with inherited arbitration practices and indexed norms.,General scholarship / domain literature,
483,Zulu Izibongo Praise-Poem Lineage Variants,Zulu,Southern Africa,Oral Tradition,Praise Kernel | Household Fork | Performer Lineage,I≈performance continuity; R≈patron coupling; Sem≈identity narrative coherence,Branching,Praise-poems branch into household variants preserved via performer lineages and social indexing.,15,3,Parent III — Relational / Emergent-Integrative,Praise-poems branch into household variants preserved via performer lineages and social indexing.,General scholarship / domain literature,
